Идентификатор записи,Фасет,Код позиции,Уникальный код (составной ключ),Наименование,Описание,Дата актуализации,Дата деактуализации,Номер изменения (актуализации),Номер изменения (деактуализации),Дата введения в действие,Статус записи
1259,066,7050,066017050,«Звание «Почетный горняк» Министерства энергетики Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1260,066,7065,066017065,«Звание «Почетный химик» Министерства экономики Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1261,066,7066,066017066,«Звание «Почетный машиностроитель» Министерства экономики Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1262,066,7067,066017067,«Звание«Почетный работник лесной промышленности» Министерства экономики Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1263,066,7068,066017068,«Звание «Почетный металлург» Министерства экономики Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1264,066,7070,066017070,"«Звание «Почетный горняк» Министерства промышленности, науки и технологий Российской Федерации»",,2014-12-12,,0,,2015-07-01,Актуальный
1265,066,7071,066017071,"«Звание «Почетный машиностроитель» Министерства промышленности, науки и технологий Российской Федерации»",,2014-12-12,,0,,2015-07-01,Актуальный
1266,066,7072,066017072,"«Звание «Почетный металлург» Министерства промышленности, науки и технологий Российской Федерации»",,2014-12-12,,0,,2015-07-01,Актуальный
1267,066,7073,066017073,"«Звание «Почетный работник лесной промышленности» Министерства промышленности, науки и технологий Российской Федерации»",,2014-12-12,,0,,2015-07-01,Актуальный
1268,066,7074,066017074,"«Звание «Почетный химик» Министерства промышленности, науки и технологий Российской Федерации»",,2014-12-12,,0,,2015-07-01,Актуальный
1269,066,7075,066017075,"«Звание «Почетный работник текстильной и легкой промышленности» Министерства промышленности, науки и технологий Российской Федерации»",,2014-12-12,,0,,2015-07-01,Актуальный
1270,066,7077,066017077,Почетное звание (Почетный метролог) Министерства промышленности и торговли Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
1271,066,7080,066017080,«Звание «Лучший рационализатор» Министерства оборонной промышленности Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1272,066,7081,066017081,«Звание «Лучший изобретатель» Министерства оборонной промышленности Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1273,066,7082,066017082,«Звание «Лучший патентовед» Министерства оборонной промышленности Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1274,066,7110,066017110,«Звание «Почетный авиастроитель» Российского авиационно-космического агентства»,,2014-12-12,,0,,2015-07-01,Актуальный
1275,066,,066020000,"Ведомственные нагрудные знаки, знаки, значки",,2014-12-12,,0,,2015-07-01,Актуальный
1276,066,7120,066027120,«Знак отличия в труде «Ветеран атомной энергетики и промышленности» Министерства Российской Федерации по атомной энергии»,,2014-12-12,,0,,2015-07-01,Актуальный
1277,066,7121,066027121,«Знак отличия в труде «Ветеран атомной энергетики и промышленности» Федерального агенства по атомной энергии»,,2014-12-12,,0,,2015-07-01,Актуальный
1278,066,7122,066027122,«Нагрудный знак «Академик И.В. Курчатов» 1 степени Федерального агентства по атомной энергии»,,2014-12-12,,0,,2015-07-01,Актуальный
1279,066,7123,066027123,«Нагрудный знак «Академик И.В. Курчатов» 2 степени Федерального агентства по атомной энергии»,,2014-12-12,,0,,2015-07-01,Актуальный
1280,066,7124,066027124,«Нагрудный знак «Академик И.В. Курчатов» 3 степени Федерального агентства по атомной энергии»,,2014-12-12,,0,,2015-07-01,Актуальный
1281,066,7125,066027125,«Нагрудный знак «Почетный сотрудник МВД» Министерства внутренних дел Российской Федерации»,,2014-12-12,,0,,2015-07-01,Актуальный
1282,066,7128,066027128,«Нагрудный знак «Академик И.В. Курчатов» 4 степени Федерального агентства по атомной энергии»,,2014-12-12,,0,,2015-07-01,Актуальный
1283,066,7129,066027129,«Нагрудный знак «Е.П. Славский» Федерального агентства по атомной энергии»,,2014-12-12,,0,,2015-07-01,Актуальный
1284,066,7130,066027130,"«Нагрудный знак «Почетный знак МЧС России» Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",,2014-12-12,,0,,2015-07-01,Актуальный
